,tanggal,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI,KASUS
0,2020-12-21,6.0,102.0,14.0,22580.0,20971.0,486.0,1123.0,SUMATERA BARAT,122.0
0,2020-12-22,2.0,107.0,-61.0,22628.0,21078.0,488.0,1062.0,SUMATERA BARAT,48.0
0,2020-12-23,5.0,39.0,116.0,22788.0,21117.0,493.0,1178.0,SUMATERA BARAT,160.0
0,2020-12-24,6.0,29.0,65.0,22888.0,21146.0,499.0,1243.0,SUMATERA BARAT,100.0
0,2020-12-25,5.0,20.0,75.0,22988.0,21166.0,504.0,1318.0,SUMATERA BARAT,100.0
0,2020-12-26,5.0,11.0,59.0,23063.0,21177.0,509.0,1377.0,SUMATERA BARAT,75.0
0,2020-12-27,4.0,126.0,-70.0,23123.0,21303.0,513.0,1307.0,SUMATERA BARAT,60.0
0,2020-12-28,1.0,115.0,-100.0,23139.0,21418.0,514.0,1207.0,SUMATERA BARAT,16.0
0,2020-12-29,6.0,129.0,-52.0,23222.0,21547.0,520.0,1155.0,SUMATERA BARAT,83.0
0,2020-12-30,1.0,143.0,-19.0,23347.0,21690.0,521.0,1136.0,SUMATERA BARAT,125.0
0,2020-12-31,4.0,125.0,-12.0,23464.0,21815.0,525.0,1124.0,SUMATERA BARAT,117.0
0,2021-01-01,1.0,115.0,31.0,23611.0,21930.0,526.0,1155.0,SUMATERA BARAT,147.0
0,2021-01-02,2.0,125.0,-89.0,23649.0,22055.0,528.0,1066.0,SUMATERA BARAT,38.0
0,2021-01-03,3.0,116.0,-58.0,23710.0,22171.0,531.0,1008.0,SUMATERA BARAT,61.0
0,2021-01-04,3.0,141.0,-120.0,23734.0,22312.0,534.0,888.0,SUMATERA BARAT,24.0
0,2021-01-05,2.0,141.0,-71.0,23806.0,22453.0,536.0,817.0,SUMATERA BARAT,72.0
0,2021-01-06,4.0,123.0,51.0,23984.0,22576.0,540.0,868.0,SUMATERA BARAT,178.0
0,2021-01-07,4.0,23.0,144.0,24155.0,22599.0,544.0,1012.0,SUMATERA BARAT,171.0
0,2021-01-08,0.0,23.0,144.0,24322.0,22622.0,544.0,1156.0,SUMATERA BARAT,167.0
0,2021-01-09,1.0,19.0,162.0,24504.0,22641.0,545.0,1318.0,SUMATERA BARAT,182.0
0,2021-01-10,0.0,12.0,-7.0,24509.0,22653.0,545.0,1311.0,SUMATERA BARAT,5.0
0,2021-01-11,3.0,24.0,-27.0,24509.0,22677.0,548.0,1284.0,SUMATERA BARAT,0.0
0,2021-01-12,4.0,19.0,88.0,24620.0,22696.0,552.0,1372.0,SUMATERA BARAT,111.0
0,2021-01-13,4.0,43.0,123.0,24790.0,22739.0,556.0,1495.0,SUMATERA BARAT,170.0
0,2021-01-14,1.0,40.0,228.0,25059.0,22779.0,557.0,1723.0,SUMATERA BARAT,269.0
0,2021-01-15,5.0,33.0,153.0,25250.0,22812.0,562.0,1876.0,SUMATERA BARAT,191.0
0,2021-01-16,3.0,29.0,150.0,25432.0,22841.0,565.0,2026.0,SUMATERA BARAT,182.0
0,2021-01-17,0.0,14.0,154.0,25600.0,22855.0,565.0,2180.0,SUMATERA BARAT,168.0
0,2021-01-18,2.0,4.0,29.0,25635.0,22859.0,567.0,2209.0,SUMATERA BARAT,35.0
0,2021-01-19,0.0,59.0,49.0,25743.0,22918.0,567.0,2258.0,SUMATERA BARAT,108.0
0,2021-01-20,7.0,17.0,143.0,25910.0,22935.0,574.0,2401.0,SUMATERA BARAT,167.0
0,2021-01-21,4.0,49.0,128.0,26091.0,22984.0,578.0,2529.0,SUMATERA BARAT,181.0
0,2021-01-22,7.0,22.0,98.0,26218.0,23006.0,585.0,2627.0,SUMATERA BARAT,127.0
0,2021-01-23,0.0,114.0,-3.0,26329.0,23120.0,585.0,2624.0,SUMATERA BARAT,111.0
0,2021-01-24,0.0,122.0,1.0,26452.0,23242.0,585.0,2625.0,SUMATERA BARAT,123.0
0,2021-01-25,3.0,80.0,-39.0,26496.0,23322.0,588.0,2586.0,SUMATERA BARAT,44.0
0,2021-01-26,3.0,52.0,-24.0,26527.0,23374.0,591.0,2562.0,SUMATERA BARAT,31.0
0,2021-01-27,1.0,53.0,46.0,26627.0,23427.0,592.0,2608.0,SUMATERA BARAT,100.0
0,2021-01-28,1.0,133.0,-24.0,26737.0,23560.0,593.0,2584.0,SUMATERA BARAT,110.0
0,2021-01-29,6.0,311.0,-246.0,26808.0,23871.0,599.0,2338.0,SUMATERA BARAT,71.0
0,2021-01-30,1.0,77.0,6.0,26892.0,23948.0,600.0,2344.0,SUMATERA BARAT,84.0
0,2021-01-31,2.0,144.0,-59.0,26979.0,24092.0,602.0,2285.0,SUMATERA BARAT,87.0
0,2021-02-01,2.0,39.0,3.0,27023.0,24131.0,604.0,2288.0,SUMATERA BARAT,44.0
0,2021-02-02,7.0,183.0,-153.0,27060.0,24314.0,611.0,2135.0,SUMATERA BARAT,37.0
0,2021-02-03,3.0,118.0,8.0,27189.0,24432.0,614.0,2143.0,SUMATERA BARAT,129.0
0,2021-02-04,3.0,176.0,-82.0,27286.0,24608.0,617.0,2061.0,SUMATERA BARAT,97.0
0,2021-02-05,1.0,106.0,-49.0,27344.0,24714.0,618.0,2012.0,SUMATERA BARAT,58.0
0,2021-02-06,1.0,161.0,-67.0,27439.0,24875.0,619.0,1945.0,SUMATERA BARAT,95.0
0,2021-02-07,0.0,111.0,18.0,27568.0,24986.0,619.0,1963.0,SUMATERA BARAT,129.0
0,2021-02-08,1.0,154.0,-113.0,27610.0,25140.0,620.0,1850.0,SUMATERA BARAT,42.0
0,2021-02-09,0.0,171.0,-120.0,27661.0,25311.0,620.0,1730.0,SUMATERA BARAT,51.0
0,2021-02-10,1.0,59.0,81.0,27802.0,25370.0,621.0,1811.0,SUMATERA BARAT,141.0
0,2021-02-11,5.0,91.0,-11.0,27887.0,25461.0,626.0,1800.0,SUMATERA BARAT,85.0
0,2021-02-12,3.0,52.0,68.0,28010.0,25513.0,629.0,1868.0,SUMATERA BARAT,123.0
0,2021-02-13,1.0,61.0,19.0,28091.0,25574.0,630.0,1887.0,SUMATERA BARAT,81.0
0,2021-02-14,0.0,116.0,-39.0,28168.0,25690.0,630.0,1848.0,SUMATERA BARAT,77.0
0,2021-02-15,4.0,46.0,-36.0,28182.0,25736.0,634.0,1812.0,SUMATERA BARAT,14.0
0,2021-02-16,0.0,0.0,54.0,28236.0,25736.0,634.0,1866.0,SUMATERA BARAT,54.0
0,2021-02-17,0.0,27.0,44.0,28307.0,25763.0,634.0,1910.0,SUMATERA BARAT,71.0
0,2021-02-18,1.0,49.0,62.0,28419.0,25812.0,635.0,1972.0,SUMATERA BARAT,112.0
0,2021-02-19,3.0,6.0,81.0,28509.0,25818.0,638.0,2053.0,SUMATERA BARAT,90.0
0,2021-02-20,3.0,60.0,18.0,28590.0,25878.0,641.0,2071.0,SUMATERA BARAT,81.0
0,2021-02-21,0.0,55.0,16.0,28661.0,25933.0,641.0,2087.0,SUMATERA BARAT,71.0
0,2021-02-22,0.0,227.0,-198.0,28690.0,26160.0,641.0,1889.0,SUMATERA BARAT,29.0
0,2021-02-23,1.0,184.0,-125.0,28750.0,26344.0,642.0,1764.0,SUMATERA BARAT,60.0
0,2021-02-24,0.0,189.0,-102.0,28837.0,26533.0,642.0,1662.0,SUMATERA BARAT,87.0
0,2021-02-25,0.0,133.0,-50.0,28920.0,26666.0,642.0,1612.0,SUMATERA BARAT,83.0
0,2021-02-26,1.0,137.0,-41.0,29017.0,26803.0,643.0,1571.0,SUMATERA BARAT,97.0
0,2021-02-27,0.0,95.0,-14.0,29098.0,26898.0,643.0,1557.0,SUMATERA BARAT,81.0
0,2021-02-28,0.0,129.0,-45.0,29182.0,27027.0,643.0,1512.0,SUMATERA BARAT,84.0
0,2021-03-01,4.0,164.0,-146.0,29204.0,27191.0,647.0,1366.0,SUMATERA BARAT,22.0
0,2021-03-02,1.0,149.0,-79.0,29275.0,27340.0,648.0,1287.0,SUMATERA BARAT,71.0
0,2021-03-03,2.0,184.0,-81.0,29380.0,27524.0,650.0,1206.0,SUMATERA BARAT,105.0
0,2021-03-04,2.0,75.0,10.0,29467.0,27599.0,652.0,1216.0,SUMATERA BARAT,87.0
0,2021-03-05,1.0,165.0,-79.0,29554.0,27764.0,653.0,1137.0,SUMATERA BARAT,87.0
0,2021-03-06,0.0,141.0,-49.0,29646.0,27905.0,653.0,1088.0,SUMATERA BARAT,92.0
0,2021-03-07,1.0,69.0,-10.0,29706.0,27974.0,654.0,1078.0,SUMATERA BARAT,60.0
0,2021-03-08,1.0,75.0,-68.0,29714.0,28049.0,655.0,1010.0,SUMATERA BARAT,8.0
0,2021-03-09,2.0,33.0,48.0,29797.0,28082.0,657.0,1058.0,SUMATERA BARAT,83.0
0,2021-03-10,1.0,101.0,-1.0,29898.0,28183.0,658.0,1057.0,SUMATERA BARAT,101.0
0,2021-03-11,1.0,104.0,-18.0,29985.0,28287.0,659.0,1039.0,SUMATERA BARAT,87.0
0,2021-03-12,4.0,48.0,5.0,30042.0,28335.0,663.0,1044.0,SUMATERA BARAT,57.0
0,2021-03-13,2.0,50.0,16.0,30110.0,28385.0,665.0,1060.0,SUMATERA BARAT,68.0
0,2021-03-14,3.0,145.0,-55.0,30203.0,28530.0,668.0,1005.0,SUMATERA BARAT,93.0
0,2021-03-15,0.0,33.0,-11.0,30225.0,28563.0,668.0,994.0,SUMATERA BARAT,22.0
0,2021-03-16,0.0,64.0,-9.0,30280.0,28627.0,668.0,985.0,SUMATERA BARAT,55.0
0,2021-03-17,4.0,66.0,65.0,30415.0,28693.0,672.0,1050.0,SUMATERA BARAT,135.0
0,2021-03-18,0.0,91.0,14.0,30520.0,28784.0,672.0,1064.0,SUMATERA BARAT,105.0
0,2021-03-19,2.0,80.0,27.0,30629.0,28864.0,674.0,1091.0,SUMATERA BARAT,109.0
0,2021-03-20,1.0,172.0,-96.0,30706.0,29036.0,675.0,995.0,SUMATERA BARAT,77.0
0,2021-03-21,2.0,60.0,25.0,30793.0,29096.0,677.0,1020.0,SUMATERA BARAT,87.0
0,2021-03-22,0.0,59.0,-18.0,30834.0,29155.0,677.0,1002.0,SUMATERA BARAT,41.0
0,2021-03-23,2.0,41.0,47.0,30924.0,29196.0,679.0,1049.0,SUMATERA BARAT,90.0
0,2021-03-24,0.0,105.0,-16.0,31013.0,29301.0,679.0,1033.0,SUMATERA BARAT,89.0
0,2021-03-25,0.0,123.0,-12.0,31124.0,29424.0,679.0,1021.0,SUMATERA BARAT,111.0
0,2021-03-26,0.0,46.0,69.0,31239.0,29470.0,679.0,1090.0,SUMATERA BARAT,115.0
0,2021-03-27,1.0,64.0,45.0,31349.0,29534.0,680.0,1135.0,SUMATERA BARAT,110.0
0,2021-03-28,2.0,128.0,-24.0,31455.0,29662.0,682.0,1111.0,SUMATERA BARAT,106.0
0,2021-03-29,1.0,37.0,3.0,31496.0,29699.0,683.0,1114.0,SUMATERA BARAT,41.0
0,2021-03-30,0.0,13.0,93.0,31602.0,29712.0,683.0,1207.0,SUMATERA BARAT,106.0
0,2021-03-31,1.0,56.0,69.0,31728.0,29768.0,684.0,1276.0,SUMATERA BARAT,126.0
0,2021-04-01,1.0,76.0,57.0,31862.0,29844.0,685.0,1333.0,SUMATERA BARAT,134.0
0,2021-04-02,4.0,55.0,91.0,32012.0,29899.0,689.0,1424.0,SUMATERA BARAT,150.0
0,2021-04-03,1.0,92.0,-7.0,32098.0,29991.0,690.0,1417.0,SUMATERA BARAT,86.0
0,2021-04-04,0.0,37.0,20.0,32155.0,30028.0,690.0,1437.0,SUMATERA BARAT,57.0
0,2021-04-05,4.0,110.0,-63.0,32206.0,30138.0,694.0,1374.0,SUMATERA BARAT,51.0
0,2021-04-06,4.0,115.0,-14.0,32311.0,30253.0,698.0,1360.0,SUMATERA BARAT,105.0
0,2021-04-07,0.0,121.0,8.0,32440.0,30374.0,698.0,1368.0,SUMATERA BARAT,129.0
0,2021-04-08,10.0,193.0,12.0,32655.0,30567.0,708.0,1380.0,SUMATERA BARAT,215.0
0,2021-04-09,2.0,67.0,76.0,32800.0,30634.0,710.0,1456.0,SUMATERA BARAT,145.0
0,2021-04-10,5.0,54.0,96.0,32955.0,30688.0,715.0,1552.0,SUMATERA BARAT,155.0
0,2021-04-11,1.0,153.0,-40.0,33069.0,30841.0,716.0,1512.0,SUMATERA BARAT,114.0
0,2021-04-12,2.0,50.0,5.0,33126.0,30891.0,718.0,1517.0,SUMATERA BARAT,57.0
0,2021-04-13,4.0,162.0,-65.0,33227.0,31053.0,722.0,1452.0,SUMATERA BARAT,101.0
0,2021-04-14,3.0,168.0,3.0,33401.0,31221.0,725.0,1455.0,SUMATERA BARAT,174.0
0,2021-04-15,5.0,153.0,0.0,33559.0,31374.0,730.0,1455.0,SUMATERA BARAT,158.0
0,2021-04-16,4.0,162.0,2.0,33727.0,31536.0,734.0,1457.0,SUMATERA BARAT,168.0
0,2021-04-17,7.0,140.0,59.0,33933.0,31676.0,741.0,1516.0,SUMATERA BARAT,206.0
0,2021-04-18,3.0,99.0,102.0,34137.0,31775.0,744.0,1618.0,SUMATERA BARAT,204.0
0,2021-04-19,3.0,59.0,27.0,34226.0,31834.0,747.0,1645.0,SUMATERA BARAT,89.0
0,2021-04-20,6.0,146.0,24.0,34402.0,31980.0,753.0,1669.0,SUMATERA BARAT,176.0
0,2021-04-21,8.0,106.0,400.0,34916.0,32086.0,761.0,2069.0,SUMATERA BARAT,514.0
0,2021-04-22,2.0,100.0,184.0,35202.0,32186.0,763.0,2253.0,SUMATERA BARAT,286.0
0,2021-04-23,2.0,230.0,0.0,35434.0,32416.0,765.0,2253.0,SUMATERA BARAT,232.0
0,2021-04-24,6.0,259.0,30.0,35729.0,32675.0,771.0,2283.0,SUMATERA BARAT,295.0
0,2021-04-25,2.0,77.0,155.0,35963.0,32752.0,773.0,2438.0,SUMATERA BARAT,234.0
0,2021-04-26,6.0,56.0,31.0,36056.0,32808.0,779.0,2469.0,SUMATERA BARAT,93.0
0,2021-04-27,4.0,247.0,-39.0,36268.0,33055.0,783.0,2430.0,SUMATERA BARAT,212.0
0,2021-04-28,4.0,231.0,-15.0,36488.0,33286.0,787.0,2415.0,SUMATERA BARAT,220.0
0,2021-04-29,6.0,247.0,28.0,36769.0,33533.0,793.0,2443.0,SUMATERA BARAT,281.0
0,2021-04-30,2.0,140.0,20.0,36931.0,33673.0,795.0,2463.0,SUMATERA BARAT,162.0
0,2021-05-01,8.0,333.0,-162.0,37110.0,34006.0,803.0,2301.0,SUMATERA BARAT,179.0
0,2021-05-02,6.0,137.0,127.0,37380.0,34143.0,809.0,2428.0,SUMATERA BARAT,270.0
0,2021-05-03,5.0,98.0,-45.0,37438.0,34241.0,814.0,2383.0,SUMATERA BARAT,58.0
0,2021-05-04,5.0,223.0,-84.0,37582.0,34464.0,819.0,2299.0,SUMATERA BARAT,144.0
0,2021-05-05,5.0,208.0,50.0,37845.0,34672.0,824.0,2349.0,SUMATERA BARAT,263.0
0,2021-05-06,10.0,257.0,149.0,38261.0,34929.0,834.0,2498.0,SUMATERA BARAT,416.0
0,2021-05-07,7.0,204.0,72.0,38544.0,35133.0,841.0,2570.0,SUMATERA BARAT,283.0
0,2021-05-08,3.0,276.0,21.0,38844.0,35409.0,844.0,2591.0,SUMATERA BARAT,300.0
0,2021-05-09,11.0,171.0,140.0,39166.0,35580.0,855.0,2731.0,SUMATERA BARAT,322.0
0,2021-05-10,11.0,103.0,63.0,39343.0,35683.0,866.0,2794.0,SUMATERA BARAT,177.0
0,2021-05-11,3.0,268.0,-40.0,39574.0,35951.0,869.0,2754.0,SUMATERA BARAT,231.0
0,2021-05-12,9.0,184.0,250.0,40017.0,36135.0,878.0,3004.0,SUMATERA BARAT,443.0
0,2021-05-13,0.0,228.0,-134.0,40111.0,36363.0,878.0,2870.0,SUMATERA BARAT,94.0
0,2021-05-14,0.0,2.0,-2.0,40111.0,36365.0,878.0,2868.0,SUMATERA BARAT,0.0
0,2021-05-15,0.0,10.0,-10.0,40111.0,36375.0,878.0,2858.0,SUMATERA BARAT,0.0
0,2021-05-16,6.0,230.0,-95.0,40252.0,36605.0,884.0,2763.0,SUMATERA BARAT,141.0
0,2021-05-17,10.0,146.0,-29.0,40379.0,36751.0,894.0,2734.0,SUMATERA BARAT,127.0
0,2021-05-18,7.0,244.0,-21.0,40609.0,36995.0,901.0,2713.0,SUMATERA BARAT,230.0
0,2021-05-19,5.0,358.0,-68.0,40904.0,37353.0,906.0,2645.0,SUMATERA BARAT,295.0
0,2021-05-20,7.0,223.0,119.0,41253.0,37576.0,913.0,2764.0,SUMATERA BARAT,349.0
0,2021-05-21,10.0,314.0,38.0,41615.0,37890.0,923.0,2802.0,SUMATERA BARAT,362.0
0,2021-05-22,8.0,304.0,-11.0,41916.0,38194.0,931.0,2791.0,SUMATERA BARAT,301.0
0,2021-05-23,9.0,181.0,191.0,42297.0,38375.0,940.0,2982.0,SUMATERA BARAT,381.0
0,2021-05-24,1.0,194.0,-41.0,42451.0,38569.0,941.0,2941.0,SUMATERA BARAT,154.0
0,2021-05-25,8.0,184.0,79.0,42722.0,38753.0,949.0,3020.0,SUMATERA BARAT,271.0
0,2021-05-26,3.0,268.0,19.0,43012.0,39021.0,952.0,3039.0,SUMATERA BARAT,290.0
0,2021-05-27,4.0,137.0,172.0,43325.0,39158.0,956.0,3211.0,SUMATERA BARAT,313.0
0,2021-05-28,11.0,217.0,-56.0,43497.0,39375.0,967.0,3155.0,SUMATERA BARAT,172.0
0,2021-05-29,10.0,401.0,-50.0,43858.0,39776.0,977.0,3105.0,SUMATERA BARAT,361.0
0,2021-05-30,15.0,188.0,66.0,44127.0,39964.0,992.0,3171.0,SUMATERA BARAT,269.0
0,2021-05-31,2.0,123.0,6.0,44258.0,40087.0,994.0,3177.0,SUMATERA BARAT,131.0
0,2021-06-01,9.0,333.0,-157.0,44443.0,40420.0,1003.0,3020.0,SUMATERA BARAT,185.0
0,2021-06-02,1.0,118.0,105.0,44667.0,40538.0,1004.0,3125.0,SUMATERA BARAT,224.0
0,2021-06-03,6.0,280.0,-109.0,44844.0,40818.0,1010.0,3016.0,SUMATERA BARAT,177.0
0,2021-06-04,3.0,184.0,119.0,45150.0,41002.0,1013.0,3135.0,SUMATERA BARAT,306.0
0,2021-06-05,8.0,276.0,183.0,45617.0,41278.0,1021.0,3318.0,SUMATERA BARAT,467.0
0,2021-06-06,4.0,240.0,144.0,46005.0,41518.0,1025.0,3462.0,SUMATERA BARAT,388.0
0,2021-06-07,14.0,52.0,173.0,46244.0,41570.0,1039.0,3635.0,SUMATERA BARAT,239.0
0,2021-06-08,9.0,229.0,-97.0,46385.0,41799.0,1048.0,3538.0,SUMATERA BARAT,141.0
0,2021-06-09,7.0,168.0,84.0,46644.0,41967.0,1055.0,3622.0,SUMATERA BARAT,259.0
0,2021-06-10,6.0,199.0,148.0,46997.0,42166.0,1061.0,3770.0,SUMATERA BARAT,353.0
0,2021-06-11,10.0,366.0,-98.0,47275.0,42532.0,1071.0,3672.0,SUMATERA BARAT,278.0
0,2021-06-12,3.0,221.0,8.0,47507.0,42753.0,1074.0,3680.0,SUMATERA BARAT,232.0
0,2021-06-13,8.0,454.0,-195.0,47774.0,43207.0,1082.0,3485.0,SUMATERA BARAT,267.0
0,2021-06-14,7.0,170.0,-66.0,47885.0,43377.0,1089.0,3419.0,SUMATERA BARAT,111.0
0,2021-06-15,9.0,369.0,-224.0,48039.0,43746.0,1098.0,3195.0,SUMATERA BARAT,154.0
0,2021-06-16,4.0,233.0,-23.0,48253.0,43979.0,1102.0,3172.0,SUMATERA BARAT,214.0
0,2021-06-17,6.0,250.0,-68.0,48441.0,44229.0,1108.0,3104.0,SUMATERA BARAT,188.0
0,2021-06-18,7.0,264.0,-30.0,48682.0,44493.0,1115.0,3074.0,SUMATERA BARAT,241.0
0,2021-06-19,5.0,330.0,-200.0,48817.0,44823.0,1120.0,2874.0,SUMATERA BARAT,135.0
0,2021-06-20,5.0,207.0,-81.0,48948.0,45030.0,1125.0,2793.0,SUMATERA BARAT,131.0
0,2021-06-21,4.0,188.0,-122.0,49018.0,45218.0,1129.0,2671.0,SUMATERA BARAT,70.0
0,2021-06-22,7.0,158.0,23.0,49206.0,45376.0,1136.0,2694.0,SUMATERA BARAT,188.0
0,2021-06-23,7.0,181.0,106.0,49500.0,45557.0,1143.0,2800.0,SUMATERA BARAT,294.0
0,2021-06-24,4.0,133.0,69.0,49706.0,45690.0,1147.0,2869.0,SUMATERA BARAT,206.0
0,2021-06-25,4.0,178.0,140.0,50028.0,45868.0,1151.0,3009.0,SUMATERA BARAT,322.0
0,2021-06-26,4.0,358.0,-105.0,50285.0,46226.0,1155.0,2904.0,SUMATERA BARAT,257.0
0,2021-06-27,8.0,75.0,89.0,50457.0,46301.0,1163.0,2993.0,SUMATERA BARAT,172.0
0,2021-06-28,10.0,99.0,-20.0,50546.0,46400.0,1173.0,2973.0,SUMATERA BARAT,89.0
0,2021-06-29,7.0,182.0,-1.0,50734.0,46582.0,1180.0,2972.0,SUMATERA BARAT,188.0
0,2021-06-30,7.0,206.0,239.0,51186.0,46788.0,1187.0,3211.0,SUMATERA BARAT,452.0
0,2021-07-01,7.0,95.0,447.0,51735.0,46883.0,1194.0,3658.0,SUMATERA BARAT,549.0
0,2021-07-02,7.0,355.0,93.0,52190.0,47238.0,1201.0,3751.0,SUMATERA BARAT,455.0
0,2021-07-03,7.0,417.0,77.0,52691.0,47655.0,1208.0,3828.0,SUMATERA BARAT,501.0
0,2021-07-04,8.0,129.0,298.0,53126.0,47784.0,1216.0,4126.0,SUMATERA BARAT,435.0
0,2021-07-05,11.0,126.0,-56.0,53207.0,47910.0,1227.0,4070.0,SUMATERA BARAT,81.0
0,2021-07-06,9.0,208.0,87.0,53511.0,48118.0,1236.0,4157.0,SUMATERA BARAT,304.0
0,2021-07-07,3.0,109.0,564.0,54187.0,48227.0,1239.0,4721.0,SUMATERA BARAT,676.0
0,2021-07-08,10.0,314.0,446.0,54957.0,48541.0,1249.0,5167.0,SUMATERA BARAT,770.0
0,2021-07-09,11.0,274.0,433.0,55675.0,48815.0,1260.0,5600.0,SUMATERA BARAT,718.0
0,2021-07-10,5.0,242.0,600.0,56522.0,49057.0,1265.0,6200.0,SUMATERA BARAT,847.0
0,2021-07-11,19.0,286.0,39.0,56866.0,49343.0,1284.0,6239.0,SUMATERA BARAT,344.0
0,2021-07-12,10.0,258.0,97.0,57231.0,49601.0,1294.0,6336.0,SUMATERA BARAT,365.0
0,2021-07-13,11.0,274.0,204.0,57720.0,49875.0,1305.0,6540.0,SUMATERA BARAT,489.0
0,2021-07-14,3.0,330.0,334.0,58387.0,50205.0,1308.0,6874.0,SUMATERA BARAT,667.0
0,2021-07-15,5.0,354.0,319.0,59065.0,50559.0,1313.0,7193.0,SUMATERA BARAT,678.0
0,2021-07-16,8.0,340.0,658.0,60071.0,50899.0,1321.0,7851.0,SUMATERA BARAT,1006.0
0,2021-07-17,11.0,290.0,336.0,60708.0,51189.0,1332.0,8187.0,SUMATERA BARAT,637.0
0,2021-07-18,4.0,317.0,321.0,61350.0,51506.0,1336.0,8508.0,SUMATERA BARAT,642.0
0,2021-07-19,10.0,373.0,357.0,62090.0,51879.0,1346.0,8865.0,SUMATERA BARAT,740.0
0,2021-07-20,7.0,251.0,266.0,62614.0,52130.0,1353.0,9131.0,SUMATERA BARAT,524.0
0,2021-07-21,9.0,304.0,227.0,63154.0,52434.0,1362.0,9358.0,SUMATERA BARAT,540.0
0,2021-07-22,3.0,350.0,264.0,63771.0,52784.0,1365.0,9622.0,SUMATERA BARAT,617.0
0,2021-07-23,13.0,158.0,582.0,64524.0,52942.0,1378.0,10204.0,SUMATERA BARAT,753.0
0,2021-07-24,11.0,335.0,85.0,64955.0,53277.0,1389.0,10289.0,SUMATERA BARAT,431.0
0,2021-07-25,3.0,274.0,475.0,65707.0,53551.0,1392.0,10764.0,SUMATERA BARAT,752.0
0,2021-07-26,16.0,440.0,158.0,66321.0,53991.0,1408.0,10922.0,SUMATERA BARAT,614.0
0,2021-07-27,17.0,494.0,383.0,67215.0,54485.0,1425.0,11305.0,SUMATERA BARAT,894.0
0,2021-07-28,22.0,614.0,227.0,68078.0,55099.0,1447.0,11532.0,SUMATERA BARAT,863.0
0,2021-07-29,22.0,696.0,318.0,69114.0,55795.0,1469.0,11850.0,SUMATERA BARAT,1036.0
0,2021-07-30,8.0,529.0,336.0,69987.0,56324.0,1477.0,12186.0,SUMATERA BARAT,873.0
0,2021-07-31,21.0,439.0,426.0,70873.0,56763.0,1498.0,12612.0,SUMATERA BARAT,886.0
0,2021-08-01,19.0,456.0,243.0,71591.0,57219.0,1517.0,12855.0,SUMATERA BARAT,718.0
0,2021-08-02,12.0,410.0,560.0,72573.0,57629.0,1529.0,13415.0,SUMATERA BARAT,982.0
0,2021-08-03,16.0,653.0,488.0,73730.0,58282.0,1545.0,13903.0,SUMATERA BARAT,1157.0
0,2021-08-04,16.0,662.0,264.0,74672.0,58944.0,1561.0,14167.0,SUMATERA BARAT,942.0
0,2021-08-05,33.0,490.0,334.0,75529.0,59434.0,1594.0,14501.0,SUMATERA BARAT,857.0
0,2021-08-06,25.0,683.0,217.0,76454.0,60117.0,1619.0,14718.0,SUMATERA BARAT,925.0
0,2021-08-07,17.0,784.0,30.0,77285.0,60901.0,1636.0,14748.0,SUMATERA BARAT,831.0
0,2021-08-08,25.0,663.0,90.0,78063.0,61564.0,1661.0,14838.0,SUMATERA BARAT,778.0
0,2021-08-09,13.0,780.0,-403.0,78453.0,62344.0,1674.0,14435.0,SUMATERA BARAT,390.0
0,2021-08-10,24.0,1083.0,-606.0,78954.0,63427.0,1698.0,13829.0,SUMATERA BARAT,501.0
0,2021-08-11,22.0,856.0,-248.0,79584.0,64283.0,1720.0,13581.0,SUMATERA BARAT,630.0
0,2021-08-12,18.0,915.0,-391.0,80126.0,65198.0,1738.0,13190.0,SUMATERA BARAT,542.0
0,2021-08-13,16.0,959.0,-385.0,80716.0,66157.0,1754.0,12805.0,SUMATERA BARAT,590.0
0,2021-08-14,26.0,1300.0,-717.0,81325.0,67457.0,1780.0,12088.0,SUMATERA BARAT,609.0
0,2021-08-15,16.0,1184.0,-638.0,81887.0,68641.0,1796.0,11450.0,SUMATERA BARAT,562.0
0,2021-08-16,26.0,1019.0,-894.0,82038.0,69660.0,1822.0,10556.0,SUMATERA BARAT,151.0
0,2021-08-17,7.0,747.0,-485.0,82307.0,70407.0,1829.0,10071.0,SUMATERA BARAT,269.0
0,2021-08-18,12.0,657.0,-237.0,82739.0,71064.0,1841.0,9834.0,SUMATERA BARAT,432.0
0,2021-08-19,14.0,679.0,-402.0,83030.0,71743.0,1855.0,9432.0,SUMATERA BARAT,291.0
0,2021-08-20,17.0,682.0,-310.0,83419.0,72425.0,1872.0,9122.0,SUMATERA BARAT,389.0
0,2021-08-21,11.0,734.0,-213.0,83951.0,73159.0,1883.0,8909.0,SUMATERA BARAT,532.0
0,2021-08-22,4.0,1608.0,-1282.0,84281.0,74767.0,1887.0,7627.0,SUMATERA BARAT,330.0
0,2021-08-23,19.0,650.0,-589.0,84361.0,75417.0,1906.0,7038.0,SUMATERA BARAT,80.0
0,2021-08-24,11.0,424.0,-44.0,84752.0,75841.0,1917.0,6994.0,SUMATERA BARAT,391.0
0,2021-08-25,14.0,492.0,-126.0,85132.0,76333.0,1931.0,6868.0,SUMATERA BARAT,380.0
